"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2014Q3","Sweden","Pakistan","Total","Total","Total positive decisions","Person","25",""
"2014Q3","Sweden","Pakistan","Total","Total","Rejected","Person","20",""
"2014Q3","Sweden","Iraq","Total","Total","Total","Person","155",""
"2014Q3","Sweden","Iraq","Total","Total","Total positive decisions","Person","100",""
"2014Q3","Sweden","Iraq","Total","Total","Rejected","Person","60",""
"2014Q3","Sweden","Syria","Total","Total","Total","Person","4,435",""
"2014Q3","Sweden","Syria","Total","Total","Total positive decisions","Person","4,425",""
"2014Q3","Sweden","Syria","Total","Total","Rejected","Person","10",""
"2014Q3","Sweden","Total","Total","Total","Total","Person","9,850",""
"2014Q3","Sweden","Total","Total","Total","Total positive decisions","Person","7,660",""
"2014Q3","Sweden","Total","Total","Total","Rejected","Person","2,185",""
"2014Q3","United Kingdom","Albania","Total","Total","Total","Person","505",""
"2014Q3","United Kingdom","Albania","Total","Total","Total positive decisions","Person","75",""
"2014Q3","United Kingdom","Albania","Total","Total","Rejected","Person","430",""
"2014Q3","United Kingdom","Serbia","Total","Total","Total","Person","25",""
"2014Q3","United Kingdom","Serbia","Total","Total","Total positive decisions","Person","0",""
"2014Q3","United Kingdom","Serbia","Total","Total","Rejected","Person","25",""
"2014Q3","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","30",""
"2014Q3","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","0",""
"2014Q3","United Kingdom","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","30",""
"2014Q3","United Kingdom","Russia","Total","Total","Total","Person","25",""
"2014Q3","United Kingdom","Russia","Total","Total","Total positive decisions","Person","5",""
"2014Q3","United Kingdom","Russia","Total","Total","Rejected","Person","20",""
"2014Q3","United Kingdom","Extra EU-28","Total","Total","Total","Person","8,115",""
"2014Q3","United Kingdom","Extra EU-28","Total","Total","Total positive decisions","Person","3,005",""
"2014Q3","United Kingdom","Extra EU-28","Total","Total","Rejected","Person","5,115",""
"2014Q3","United Kingdom","Eritrea","Total","Total","Total","Person","745",""
"2014Q3","United Kingdom","Eritrea","Total","Total","Total positive decisions","Person","650",""
"2014Q3","United Kingdom","Eritrea","Total","Total","Rejected","Person","95",""
"2014Q3","United Kingdom","Afghanistan","Total","Total","Total","Person","355",""
"2014Q3","United Kingdom","Afghanistan","Total","Total","Total positive decisions","Person","105",""
"2014Q3","United Kingdom","Afghanistan","Total","Total","Rejected","Person","245",""
"2014Q3","United Kingdom","Pakistan","Total","Total","Total","Person","910",""
"2014Q3","United Kingdom","Pakistan","Total","Total","Total positive decisions","Person","245",""
"2014Q3","United Kingdom","Pakistan","Total","Total","Rejected","Person","660",""
"2014Q3","United Kingdom","Iraq","Total","Total","Total","Person","160",""
"2014Q3","United Kingdom","Iraq","Total","Total","Total positive decisions","Person","55",""
"2014Q3","United Kingdom","Iraq","Total","Total","Rejected","Person","110",""
"2014Q3","United Kingdom","Syria","Total","Total","Total","Person","485",""
"2014Q3","United Kingdom","Syria","Total","Total","Total positive decisions","Person","435",""
"2014Q3","United Kingdom","Syria","Total","Total","Rejected","Person","50",""
"2014Q3","United Kingdom","Total","Total","Total","Total","Person","8,180",""
"2014Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","3,005",""
"2014Q3","United Kingdom","Total","Total","Total","Rejected","Person","5,175",""
"2014Q3","Switzerland","Albania","Total","Total","Total","Person","15",""
"2014Q3","Switzerland","Albania","Total","Total","Total positive decisions","Person","5",""
"2014Q3","Switzerland","Albania","Total","Total","Rejected","Person","10",""
"2014Q3","Switzerland","Serbia","Total","Total","Total","Person","35",""
"2014Q3","Switzerland","Serbia","Total","Total","Total positive decisions","Person","30",""
"2014Q3","Switzerland","Serbia","Total","Total","Rejected","Person","10",""
"2014Q3","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","105",""
"2014Q3","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","50",""
"2014Q3","Switzerland","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","55",""
"2014Q3","Switzerland","Russia","Total","Total","Total","Person","40",""
"2014Q3","Switzerland","Russia","Total","Total","Total positive decisions","Person","15",""
"2014Q3","Switzerland","Russia","Total","Total","Rejected","Person","25",""
"2014Q3","Switzerland","Extra EU-28","Total","Total","Total","Person","5,000",""
"2014Q3","Switzerland","Extra EU-28","Total","Total","Total positive decisions","Person","3,755",""
"2014Q3","Switzerland","Extra EU-28","Total","Total","Rejected","Person","1,245",""
"2014Q3","Switzerland","Eritrea","Total","Total","Total","Person","690",""
"2014Q3","Switzerland","Eritrea","Total","Total","Total positive decisions","Person","625",""
"2014Q3","Switzerland","Eritrea","Total","Total","Rejected","Person","65",""
"2014Q3","Switzerland","Afghanistan","Total","Total","Total","Person","485",""
"2014Q3","Switzerland","Afghanistan","Total","Total","Total positive decisions","Person","450",""
"2014Q3","Switzerland","Afghanistan","Total","Total","Rejected","Person","35",""
"2014Q3","Switzerland","Pakistan","Total","Total","Total","Person","15",""
"2014Q3","Switzerland","Pakistan","Total","Total","Total positive decisions","Person","5",""
"2014Q3","Switzerland","Pakistan","Total","Total","Rejected","Person","10",""
"2014Q3","Switzerland","Iraq","Total","Total","Total","Person","75",""
"2014Q3","Switzerland","Iraq","Total","Total","Total positive decisions","Person","55",""
"2014Q3","Switzerland","Iraq","Total","Total","Rejected","Person","20",""
"2014Q3","Switzerland","Syria","Total","Total","Total","Person","1,075",""
"2014Q3","Switzerland","Syria","Total","Total","Total positive decisions","Person","1,040",""
"2014Q3","Switzerland","Syria","Total","Total","Rejected","Person","30",""
"2014Q3","Switzerland","Total","Total","Total","Total","Person","5,015",""
"2014Q3","Switzerland","Total","Total","Total","Total positive decisions","Person","3,755",""
"2014Q3","Switzerland","Total","Total","Total","Rejected","Person","1,260",""
"2014Q4","Belgium","Albania","Total","Total","Total","Person","150",""
"2014Q4","Belgium","Albania","Total","Total","Total positive decisions","Person","20",""
"2014Q4","Belgium","Albania","Total","Total","Rejected","Person","125",""
"2014Q4","Belgium","Serbia","Total","Total","Total","Person","95",""
"2014Q4","Belgium","Serbia","Total","Total","Total positive decisions","Person","5",""
"2014Q4","Belgium","Serbia","Total","Total","Rejected","Person","85",""
"2014Q4","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","140",""
"2014Q4","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","15",""
"2014Q4","Belgium","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","125",""
"2014Q4","Belgium","Russia","Total","Total","Total","Person","405",""
"2014Q4","Belgium","Russia","Total","Total","Total positive decisions","Person","125",""
"2014Q4","Belgium","Russia","Total","Total","Rejected","Person","280",""
"2014Q4","Belgium","Extra EU-28","Total","Total","Total","Person","5,715",""
"2014Q4","Belgium","Extra EU-28","Total","Total","Total positive decisions","Person","2,610",""
"2014Q4","Belgium","Extra EU-28","Total","Total","Rejected","Person","3,105",""
"2014Q4","Belgium","Eritrea","Total","Total","Total","Person","105",""
"2014Q4","Belgium","Eritrea","Total","Total","Total positive decisions","Person","85",""
"2014Q4","Belgium","Eritrea","Total","Total","Rejected","Person","20",""
"2014Q4","Belgium","Afghanistan","Total","Total","Total","Person","500",""
"2014Q4","Belgium","Afghanistan","Total","Total","Total positive decisions","Person","285",""
"2014Q4","Belgium","Afghanistan","Total","Total","Rejected","Person","215",""
"2014Q4","Belgium","Pakistan","Total","Total","Total","Person","130",""
"2014Q4","Belgium","Pakistan","Total","Total","Total positive decisions","Person","20",""
"2014Q4","Belgium","Pakistan","Total","Total","Rejected","Person","110",""
"2014Q4","Belgium","Iraq","Total","Total","Total","Person","305",""
"2014Q4","Belgium","Iraq","Total","Total","Total positive decisions","Person","215",""
"2014Q4","Belgium","Iraq","Total","Total","Rejected","Person","95",""
"2014Q4","Belgium","Syria","Total","Total","Total","Person","830",""
"2014Q4","Belgium","Syria","Total","Total","Total positive decisions","Person","795",""
"2014Q4","Belgium","Syria","Total","Total","Rejected","Person","30",""
"2014Q4","Belgium","Total","Total","Total","Total","Person","5,740",""
"2014Q4","Belgium","Total","Total","Total","Total positive decisions","Person","2,610",""
"2014Q4","Belgium","Total","Total","Total","Rejected","Person","3,130",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Total","Person","555",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Total positive decisions","Person","15",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Albania","Total","Total","Rejected","Person","540",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Total","Person","9,160",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Total positive decisions","Person","15",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Serbia","Total","Total","Rejected","Person","9,145",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total","Person","520",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Total positive decisions","Person","5",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Rejected","Person","515",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Total","Person","630",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Total positive decisions","Person","100",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Russia","Total","Total","Rejected","Person","530",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Total","Person","35,670",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Total positive decisions","Person","14,910",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Extra EU-28","Total","Total","Rejected","Person","20,760",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Total","Person","260",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Total positive decisions","Person","215",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Eritrea","Total","Total","Rejected","Person","45",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Total","Person","1,150",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Total positive decisions","Person","770",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Afghanistan","Total","Total","Rejected","Person","385",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Total","Person","550",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Total positive decisions","Person","120",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Pakistan","Total","Total","Rejected","Person","430",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Total","Person","1,530",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Total positive decisions","Person","1,515",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Iraq","Total","Total","Rejected","Person","15",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Total","Person","10,795",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Total positive decisions","Person","10,075",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Syria","Total","Total","Rejected","Person","720",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","35,700",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","14,910",""
"2014Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","20,790",""
"2014Q4","France","Albania","Total","Total","Total","Person","1,210",""
"2014Q4","France","Albania","Total","Total","Total positive decisions","Person","150",""
